,NaN,NaN,NaN,NaN,NaN,NaN,
412950175342919680,3243,4976,16,39,4141,1,
,NaN,NaN,NaN,NaN,NaN,NaN,
532572460839731220,144,3422,2,136,2825,0,
586663270144933895,626,710,9,11,0,0,
586164755560136707,718,718,53,53,0,0,
584364636179267595,115,25,1,1,0,0,
798958594116419604,101,4879,3,136,4325,1,
1253700750018744450,10,10,0,0,0,0,
620074662994640926,10,10,0,0,0,1,
